triplet_id,language,category,flattening,cos_gap__E5-large,cos_gap__E5-multi,cos_gap__LaBSE,cos_gap__MiniLM-multi,cos_gap__TF-IDF,cos_gap__bge-m3,sim_anchor_far__E5-large,sim_anchor_far__E5-multi,sim_anchor_far__LaBSE,sim_anchor_far__MiniLM-multi,sim_anchor_far__TF-IDF,sim_anchor_far__bge-m3,sim_anchor_near__E5-large,sim_anchor_near__E5-multi,sim_anchor_near__LaBSE,sim_anchor_near__MiniLM-multi,sim_anchor_near__TF-IDF,sim_anchor_near__bge-m3
es_ser2_032,spanish,ser_vs_estar,partial,-0.020737171173095703,-0.020549774169921875,-0.10726374387741089,-0.006824016571044922,-0.20578275012360614,-0.04938077926635742,0.9952775239944458,0.9939262866973877,0.9937671422958374,0.9984900951385498,0.9649776800749106,0.9776432514190674,0.9745403528213501,0.9733765125274658,0.8865033984184265,0.9916660785675049,0.7591949299513044,0.92826247215271
es_ser2_033,spanish,ser_vs_estar,partial,-0.007160961627960205,-0.010849177837371826,-0.06690472364425659,-0.02148723602294922,-0.23503326947034253,-0.009387195110321045,0.9942140579223633,0.9965176582336426,0.9953422546386719,0.9865367412567139,0.9637143831026387,0.9889734387397766,0.9870530962944031,0.9856684803962708,0.9284375309944153,0.9650495052337646,0.7286811136322962,0.9795862436294556
es_ser2_034,spanish,ser_vs_estar,partial,-0.0062667131423950195,-0.00914621353149414,-0.049129605293273926,-0.009239912033081055,-0.031783672802416674,-0.015778005123138428,0.9984380006790161,0.9975817203521729,0.998852014541626,0.9997025728225708,0.9235280616938933,0.9960346817970276,0.9921712875366211,0.9884355068206787,0.949722409248352,0.9904626607894897,0.8917443888914767,0.9802566766738892
es_ser2_036,spanish,ser_vs_estar,partial,-0.00982445478439331,-0.009457588195800781,-0.06945711374282837,-0.03909099102020264,-0.1778947795977769,-0.018645286560058594,0.9957545399665833,0.9961764812469482,0.9960058927536011,0.9914132356643677,0.9712781800416324,0.9940128326416016,0.9859300851821899,0.9867188930511475,0.9265487790107727,0.952322244644165,0.7933834004438555,0.975367546081543
es_ser2_037,spanish,ser_vs_estar,partial,-0.009697020053863525,-0.010543763637542725,-0.08691775798797607,-0.007778644561767578,-0.01634436551562435,-0.013405978679656982,0.9917222857475281,0.9957081079483032,0.9966151714324951,0.9984545707702637,0.9716820976457718,0.9883288741111755,0.9820252656936646,0.9851643443107605,0.909697413444519,0.9906759262084961,0.9553377321301475,0.9749228954315186
es_ser2_038,spanish,ser_vs_estar,partial,-0.010456204414367676,-0.006976962089538574,-0.060813963413238525,-0.031487107276916504,-0.022679579533107397,-0.012559771537780762,0.9949254989624023,0.9933742880821228,0.9950758218765259,0.9971674680709839,0.9581385344917315,0.9899970889091492,0.9844692945480347,0.9863973259925842,0.9342618584632874,0.9656803607940674,0.9354589549586241,0.9774373173713684
es_ser2_039,spanish,ser_vs_estar,partial,-0.007526397705078125,-0.01727306842803955,-0.06984198093414307,-0.04575163125991821,-0.24862433322187216,-0.029410481452941895,0.9940831661224365,0.9959049224853516,0.9978829622268677,0.9976730346679688,0.8985508162879107,0.9850519299507141,0.9865567684173584,0.978631854057312,0.9280409812927246,0.9519214034080505,0.6499264830660385,0.9556414484977722
es_ser2_040,spanish,ser_vs_estar,partial,-0.005954086780548096,-0.0052217841148376465,-0.06275463104248047,-0.03246074914932251,-0.009343483126441399,-0.009275197982788086,0.9981164932250977,0.9992230534553528,0.9982969760894775,0.9991694092750549,0.9847632680441023,0.9945461750030518,0.9921624064445496,0.9940012693405151,0.9355423450469971,0.9667086601257324,0.9754197849176609,0.9852709770202637
es_ser2_041,spanish,ser_vs_estar,partial,-0.01567375659942627,-0.010246753692626953,-0.09047138690948486,-0.012817621231079102,-0.016551667262335257,-0.017120420932769775,0.9962183237075806,0.9958932399749756,0.9962326288223267,0.9973598718643188,0.9712675975743614,0.9925952553749084,0.9805445671081543,0.9856464862823486,0.9057612419128418,0.9845422506332397,0.9547159303120262,0.9754748344421387
es_ser2_042,spanish,ser_vs_estar,partial,-0.005880832672119141,-0.005820333957672119,-0.046118855476379395,-0.009609460830688477,-0.018747084042839757,-0.010087847709655762,0.9966470003128052,0.9837639927864075,0.9954004287719727,0.9981813430786133,0.9667670041116243,0.9613807201385498,0.990766167640686,0.9779436588287354,0.9492815732955933,0.9885718822479248,0.9480199200687845,0.951292872428894
