triplet_id,model,anchor_es_to_anchor_en,far_es_to_far_en,anchor_es_to_far_en,far_es_to_anchor_en,anchor_es_to_far_es,anchor_en_to_far_en,flattening
es_ser2_075,LaBSE,0.8498632907867432,0.8487602472305298,0.8498632907867432,0.8487602472305298,0.9978320598602295,1.0,partial
es_ser2_076,LaBSE,0.9196838736534119,0.92000812292099,0.9196838736534119,0.92000812292099,0.9965181350708008,1.0,partial
es_ser2_077,LaBSE,0.9498744010925293,0.9404948949813843,0.9498744010925293,0.9404948949813843,0.9972306489944458,1.000000238418579,partial
es_ser2_078,LaBSE,0.8926314115524292,0.8261509537696838,0.8160960674285889,0.8776047229766846,0.9901964664459229,0.9186184406280518,partial
es_ser2_079,LaBSE,0.7511581182479858,0.7513369917869568,0.7520849704742432,0.7466733455657959,0.9971628189086914,0.8276997208595276,partial
es_ser2_080,LaBSE,0.9456177949905396,0.9360502362251282,0.9456177949905396,0.9360502362251282,0.995055079460144,1.0,partial
es_ser2_081,LaBSE,0.9273257851600647,0.9199936985969543,0.9273256659507751,0.9199937582015991,0.995227575302124,1.0,partial
es_ser2_083,LaBSE,0.9114266633987427,0.6949270963668823,0.7002807259559631,0.9055125713348389,0.9963164329528809,0.7459836006164551,partial
es_ser2_084,LaBSE,0.7277992963790894,0.7664294242858887,0.7635869979858398,0.7152761220932007,0.9961411952972412,0.7560145258903503,partial
es_ser2_085,LaBSE,0.6320021152496338,0.8623619079589844,0.8571507930755615,0.6333216428756714,0.9923611879348755,0.801016092300415,partial
es_ser2_087,LaBSE,0.9439226388931274,0.9372012615203857,0.9439226388931274,0.9372012615203857,0.997158408164978,1.0,partial
es_ser2_088,LaBSE,0.7499902248382568,0.9092384576797485,0.9165802001953125,0.7547522187232971,0.9956167936325073,0.8023397922515869,partial
es_ser2_089,LaBSE,0.9310771822929382,0.807874858379364,0.8048714995384216,0.9327375292778015,0.9915832281112671,0.8405171632766724,non_flattening
es_ser2_090,LaBSE,0.9378107786178589,0.9323734045028687,0.9378107786178589,0.9323734045028687,0.9970367550849915,0.9999999403953552,partial
es_ser2_091,LaBSE,0.9373959898948669,0.9179545640945435,0.9190528988838196,0.9274139404296875,0.9923555850982666,0.9787534475326538,non_flattening
es_ser2_093,LaBSE,0.8040476441383362,0.9345521926879883,0.9339728355407715,0.790078341960907,0.9967441558837891,0.7898802757263184,partial
es_ser2_095,LaBSE,0.8268670439720154,0.9315664172172546,0.9394123554229736,0.8167957067489624,0.9982640743255615,0.8824427723884583,non_flattening
es_ser2_097,LaBSE,0.920634388923645,0.904205322265625,0.920634388923645,0.904205322265625,0.9966064691543579,1.0000001192092896,partial
es_ser2_099,LaBSE,0.9418585896492004,0.9311646819114685,0.9418585896492004,0.9311646819114685,0.9935330748558044,1.0000001192092896,partial
es_ser2_101,LaBSE,0.9476152658462524,0.9297428131103516,0.6806853413581848,0.7502566576004028,0.7807314395904541,0.7104425430297852,non_flattening
es_ser2_102,LaBSE,0.883947491645813,0.8708146214485168,0.8811237215995789,0.8722443580627441,0.9969733953475952,0.9922856092453003,non_flattening
es_ser2_103,LaBSE,0.7664341926574707,0.935556173324585,0.9465991258621216,0.7483363747596741,0.9944299459457397,0.8087112903594971,non_flattening
es_ser2_105,LaBSE,0.9052518606185913,0.908203661441803,0.9052518606185913,0.908203661441803,0.9980759620666504,1.0,partial
es_ser2_106,LaBSE,0.9175164699554443,0.9080032110214233,0.9175164699554443,0.9080032110214233,0.9929580092430115,1.0000001192092896,partial
es_ser2_107,LaBSE,0.9199147820472717,0.9129136800765991,0.9199147820472717,0.9129136800765991,0.9985272884368896,0.9999998807907104,partial
es_ser2_108,LaBSE,0.9331807494163513,0.9366034269332886,0.9331807494163513,0.9366034269332886,0.9931772947311401,0.9999997615814209,partial
es_ser2_109,LaBSE,0.9155673384666443,0.9169560670852661,0.9155673384666443,0.9169560670852661,0.9959729313850403,1.0,partial
es_ser2_110,LaBSE,0.9086103439331055,0.8945064544677734,0.9086103439331055,0.8945064544677734,0.9960582256317139,1.0,partial
es_ser_001,MiniLM-multi,0.9629773497581482,0.8678779006004333,0.9629773497581482,0.8678779006004333,0.9562391042709351,1.0,?
es_ser_002,MiniLM-multi,0.9957650899887085,0.9949222803115845,0.9957650899887085,0.9949222803115845,0.9994076490402222,1.0,?
es_ser_003,MiniLM-multi,0.9728474617004395,0.9784626960754395,0.9728474617004395,0.9784626960754395,0.9940448999404907,1.0,?
es_ser_004,MiniLM-multi,0.9533323049545288,0.9544657468795776,0.9533323049545288,0.9544657468795776,0.9976991415023804,1.0,?
