triplet_id,language,category,flattening,model,condition,sim_anchor_near,sim_anchor_far,cos_gap,correct
es_for2_043,spanish,formality,strong,LaBSE,english_pivot,0.995413064956665,1.0000001192092896,-0.004587054252624512,0
es_for2_044,spanish,formality,strong,LaBSE,english_pivot,0.9754253625869751,1.0,-0.024574637413024902,0
es_for2_045,spanish,formality,strong,LaBSE,english_pivot,0.9569028615951538,1.0000001192092896,-0.04309725761413574,0
es_for2_047,spanish,formality,strong,LaBSE,english_pivot,1.0,1.0,0.0,0
es_for2_048,spanish,formality,strong,LaBSE,english_pivot,0.859407365322113,0.9999997615814209,-0.14059239625930786,0
es_for2_049,spanish,formality,strong,LaBSE,english_pivot,0.9564964771270752,1.0,-0.043503522872924805,0
es_for2_050,spanish,formality,strong,LaBSE,english_pivot,0.9599597454071045,1.0,-0.04004025459289551,0
es_for2_051,spanish,formality,strong,LaBSE,english_pivot,1.0,1.0,0.0,0
es_for2_052,spanish,formality,strong,LaBSE,english_pivot,0.9521194696426392,1.0,-0.04788053035736084,0
es_for2_053,spanish,formality,strong,LaBSE,english_pivot,0.9603170156478882,1.0000001192092896,-0.03968310356140137,0
es_for2_054,spanish,formality,strong,LaBSE,english_pivot,0.9437910318374634,1.0000001192092896,-0.05620908737182617,0
es_for2_055,spanish,formality,strong,LaBSE,english_pivot,1.0000001192092896,1.0000001192092896,0.0,0
es_for2_056,spanish,formality,strong,LaBSE,english_pivot,1.0,1.0,0.0,0
es_for2_057,spanish,formality,strong,LaBSE,english_pivot,0.8923216462135315,1.0,-0.1076783537864685,0
es_for2_058,spanish,formality,strong,LaBSE,english_pivot,0.9662364721298218,1.0000001192092896,-0.03376364707946777,0
es_for2_059,spanish,formality,strong,LaBSE,english_pivot,0.9448095560073853,0.9999999403953552,-0.05519038438796997,0
es_for2_060,spanish,formality,strong,LaBSE,english_pivot,0.9797556400299072,1.0,-0.020244359970092773,0
es_for2_061,spanish,formality,strong,LaBSE,english_pivot,1.0000001192092896,1.0000001192092896,0.0,0
es_for2_062,spanish,formality,strong,LaBSE,english_pivot,0.953557014465332,1.0000001192092896,-0.04644310474395752,0
es_for2_063,spanish,formality,strong,LaBSE,english_pivot,0.9428004026412964,1.0,-0.05719959735870361,0
es_for2_064,spanish,formality,strong,LaBSE,english_pivot,0.855217695236206,1.0,-0.14478230476379395,0
es_for2_065,spanish,formality,strong,LaBSE,english_pivot,0.9454530477523804,1.0000001192092896,-0.05454707145690918,0
es_for2_066,spanish,formality,strong,LaBSE,english_pivot,0.8597385883331299,1.0,-0.14026141166687012,0
es_for2_067,spanish,formality,strong,LaBSE,english_pivot,0.9992914199829102,1.0,-0.0007085800170898438,0
es_gen2_001,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8699777126312256,1.0000001192092896,-0.13002240657806396,0
es_gen2_002,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9603933095932007,1.0,-0.039606690406799316,0
es_gen2_003,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9642753601074219,1.0,-0.035724639892578125,0
es_gen2_004,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8897161483764648,1.0,-0.11028385162353516,0
es_gen2_005,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9604828357696533,0.9999999403953552,-0.039517104625701904,0
es_gen2_006,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8005549907684326,1.0,-0.19944500923156738,0
es_gen2_007,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8053122758865356,1.0,-0.19468772411346436,0
es_gen2_008,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9419622421264648,1.0000001192092896,-0.05803787708282471,0
es_gen2_009,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8344975709915161,1.000000238418579,-0.165502667427063,0
es_gen2_010,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9751620292663574,1.0,-0.024837970733642578,0
es_gen2_012,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.7341572046279907,1.0,-0.2658427953720093,0
es_gen2_013,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8992859125137329,1.0,-0.10071408748626709,0
es_gen2_015,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9646415710449219,1.0,-0.035358428955078125,0
es_gen2_016,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8879419565200806,1.0,-0.11205804347991943,0
es_gen2_017,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.936262845993042,1.0,-0.06373715400695801,0
es_gen2_018,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9790783524513245,1.0,-0.020921647548675537,0
es_gen2_020,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9477220177650452,1.0,-0.052277982234954834,0
es_gen2_021,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8883152008056641,1.0,-0.11168479919433594,0
es_gen2_022,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9684827923774719,1.0,-0.031517207622528076,0
es_gen2_023,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8614857196807861,1.0,-0.13851428031921387,0
es_gen2_024,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9122648239135742,1.0,-0.08773517608642578,0
es_gen2_026,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9459580779075623,1.0,-0.054041922092437744,0
es_gen2_027,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9176763892173767,1.0,-0.08232361078262329,0
es_gen2_028,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.961613118648529,1.0,-0.03838688135147095,0
es_gen2_030,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9278815984725952,1.0,-0.07211840152740479,0
es_gen2_032,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9797346591949463,1.0,-0.02026534080505371,0
es_gen2_033,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9739397764205933,0.9999999403953552,-0.026060163974761963,0
es_gen2_034,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9177520275115967,1.0,-0.08224797248840332,0
es_gen2_035,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9324347376823425,1.0,-0.06756526231765747,0
es_gen2_036,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9371238350868225,1.0000001192092896,-0.06287628412246704,0
es_gen2_037,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9769501686096191,0.9999999403953552,-0.023049771785736084,0
es_gen2_038,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8963611125946045,1.0,-0.10363888740539551,0
es_gen2_039,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9111307859420776,1.000000238418579,-0.08886945247650146,0
es_gen2_040,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9419622421264648,1.0000001192092896,-0.05803787708282471,0
es_gen2_041,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8882062435150146,1.0,-0.11179375648498535,0
es_gen2_042,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9589027166366577,1.0000001192092896,-0.041097402572631836,0
es_gen2_044,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8706876039505005,1.0,-0.1293123960494995,0
es_gen2_046,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9005423784255981,1.0,-0.09945762157440186,0
es_gen2_047,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9636005759239197,1.0000001192092896,-0.03639954328536987,0
es_gen2_048,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8734813928604126,1.0,-0.1265186071395874,0
es_gen2_050,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9862542152404785,1.0000001192092896,-0.013745903968811035,0
es_gen2_051,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.990190863609314,1.0,-0.009809136390686035,0
es_gen2_052,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8779347538948059,1.0,-0.12206524610519409,0
es_gen2_054,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8260399103164673,1.0,-0.17396008968353271,0
es_gen2_055,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9396276473999023,1.000000238418579,-0.06037259101867676,0
es_gen2_056,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8634219169616699,1.0,-0.13657808303833008,0
es_gen2_057,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9214804172515869,0.9999999403953552,-0.07851952314376831,0
es_gen2_059,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9074798822402954,1.0,-0.09252011775970459,0
es_gen2_060,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9063588380813599,1.000000238418579,-0.09364140033721924,0
es_gen2_061,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9652456045150757,1.0,-0.034754395484924316,0
es_gen2_062,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9220806956291199,1.0,-0.07791930437088013,0
es_gen2_063,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8851555585861206,1.0,-0.1148444414138794,0
es_gen2_064,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9839214086532593,1.0000001192092896,-0.016078710556030273,0
es_gen2_066,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.905547559261322,1.0000001192092896,-0.09445255994796753,0
es_gen2_067,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9419432878494263,1.0000001192092896,-0.05805683135986328,0
es_gen2_068,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8156702518463135,1.0,-0.18432974815368652,0
es_gen2_069,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9508384466171265,1.000000238418579,-0.04916179180145264,0
es_gen2_071,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8763193488121033,1.0000001192092896,-0.12368077039718628,0
es_gen2_072,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9463945031166077,1.0,-0.053605496883392334,0
es_gen2_073,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9583930373191833,1.0000001192092896,-0.0416070818901062,0
es_gen2_074,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9652500748634338,1.0,-0.03474992513656616,0
es_gen2_075,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8711578845977783,1.0000001192092896,-0.12884223461151123,0
es_gen2_076,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8308258056640625,0.9999999403953552,-0.16917413473129272,0
es_gen2_077,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8093980550765991,1.0000001192092896,-0.19060206413269043,0
es_gen2_079,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9710239171981812,1.0,-0.028976082801818848,0
es_gen2_081,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8886516690254211,1.0,-0.11134833097457886,0
es_gen2_082,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8997128009796143,1.0000001192092896,-0.10028731822967529,0
es_gen2_083,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9850813150405884,1.0000001192092896,-0.014918804168701172,0
es_gen2_084,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8259388208389282,1.0000001192092896,-0.17406129837036133,0
es_gen2_085,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.719968318939209,1.0,-0.280031681060791,0
es_gen2_086,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8984262943267822,1.0000001192092896,-0.10157382488250732,0
es_gen2_087,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8838459253311157,1.0,-0.11615407466888428,0
es_gen2_090,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9315516948699951,1.0000001192092896,-0.06844842433929443,0
es_gen2_091,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9432223439216614,1.0,-0.05677765607833862,0
es_gen2_092,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8999196887016296,0.9999999403953552,-0.10008025169372559,0
es_gen2_093,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9231349229812622,1.0000001192092896,-0.07686519622802734,0
es_gen2_094,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.7964386343955994,1.0000001192092896,-0.20356148481369019,0
es_gen2_097,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9161607027053833,1.0,-0.0838392972946167,0
es_gen2_098,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9315434694290161,1.0,-0.06845653057098389,0
es_gen2_099,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9556390643119812,1.0000001192092896,-0.04436105489730835,0
es_gen2_100,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9600813984870911,1.0,-0.039918601512908936,0
es_gen2_101,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8960490226745605,1.0,-0.10395097732543945,0
es_gen2_102,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8812204003334045,1.0,-0.11877959966659546,0
es_gen2_105,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.8671574592590332,0.9999998807907104,-0.13284242153167725,0
es_gen2_107,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9618457555770874,1.0,-0.0381542444229126,0
es_gen2_108,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.9686424136161804,1.0,-0.03135758638381958,0
es_gen2_110,spanish,gender_agreement_adjectives,strong,LaBSE,english_pivot,0.954755961894989,1.0,-0.045244038105010986,0
hi_kin_001,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9857710003852844,0.9966598749160767,-0.010888874530792236,0
hi_kin_002,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9818212985992432,0.9186266660690308,0.0631946325302124,1
hi_kin_003,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9941436648368835,0.8257198333740234,0.1684238314628601,1
hi_kin_004,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9975259304046631,0.9969437122344971,0.0005822181701660156,1
hi_kin_005,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9475452303886414,0.9368593692779541,0.010685861110687256,1
hi_kin_006,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9129507541656494,0.7245858907699585,0.18836486339569092,1
hi_kin_007,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9307231903076172,0.9837963581085205,-0.05307316780090332,0
hi_kin_008,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9912175536155701,0.9191575646400452,0.0720599889755249,1
hi_kin_009,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.825354814529419,0.9613513350486755,-0.1359965205192566,0
hi_kin_010,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9927390813827515,0.9435017108917236,0.04923737049102783,1
hi_kin_011,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9218512773513794,0.9572099447250366,-0.03535866737365723,0
hi_kin_012,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9661450982093811,0.9667060375213623,-0.0005609393119812012,0
hi_kin_013,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9903976917266846,0.988616943359375,0.0017807483673095703,1
hi_age_001,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9956791400909424,0.9480483531951904,0.04763078689575195,1
hi_age_002,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9899928569793701,0.9636150598526001,0.02637779712677002,1
hi_age_003,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9690924882888794,0.9315214157104492,0.037571072578430176,1
hi_age_004,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.8477756977081299,0.9605607986450195,-0.11278510093688965,0
hi_age_005,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9904654026031494,0.9410575032234192,0.049407899379730225,1
hi_age_006,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9769788980484009,0.9549983143806458,0.021980583667755127,1
hi_age_007,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9917513132095337,0.9876974821090698,0.004053831100463867,1
hi_age_008,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9930802583694458,0.9843204617500305,0.008759796619415283,1
hi_age_009,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9923965334892273,0.9339472055435181,0.05844932794570923,1
hi_age_010,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9901904463768005,0.9756733179092407,0.014517128467559814,1
hi_age_011,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9820755124092102,0.9586911201477051,0.023384392261505127,1
hi_age_012,hindi,kinship_relative_age,partial,MiniLM-multi,native,0.9907909631729126,0.9474042654037476,0.04338669776916504,1
hi_vga_001,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.8984501957893372,0.9991346597671509,-0.10068446397781372,0
hi_vga_002,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.9893779754638672,0.9956774115562439,-0.006299436092376709,0
hi_vga_003,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.9948185682296753,0.9993101358413696,-0.004491567611694336,0
hi_vga_004,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.9958010315895081,0.9995014071464539,-0.0037003755569458008,0
hi_vga_005,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.8678128719329834,0.959773063659668,-0.09196019172668457,0
hi_vga_006,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.8392257690429688,0.996432900428772,-0.15720713138580322,0
hi_vga_007,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.9438221454620361,0.9957962036132812,-0.05197405815124512,0
hi_vga_008,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.994431734085083,0.9984388947486877,-0.004007160663604736,0
hi_vga_009,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.788811206817627,0.9931439161300659,-0.20433270931243896,0
hi_vga_010,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.9954828023910522,0.9918537139892578,0.0036290884017944336,1
hi_vga_011,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.9847680330276489,0.9962893724441528,-0.011521339416503906,0
hi_vga_012,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.9942036271095276,0.9992028474807739,-0.004999220371246338,0
hi_vga_013,hindi,verb_gender_agreement,strong,MiniLM-multi,native,0.996737003326416,0.998978853225708,-0.002241849899291992,0
hi_for_001,hindi,formality_tv,strong,MiniLM-multi,native,0.7036210894584656,0.9991633892059326,-0.29554229974746704,0
hi_for_002,hindi,formality_tv,strong,MiniLM-multi,native,0.8279442191123962,0.9981496334075928,-0.17020541429519653,0
hi_for_003,hindi,formality_tv,strong,MiniLM-multi,native,0.91224205493927,0.9974822998046875,-0.08524024486541748,0
hi_for_004,hindi,formality_tv,strong,MiniLM-multi,native,0.9175325632095337,0.9996452331542969,-0.08211266994476318,0
hi_for_005,hindi,formality_tv,strong,MiniLM-multi,native,0.662452220916748,0.8836754560470581,-0.22122323513031006,0
hi_for_006,hindi,formality_tv,strong,MiniLM-multi,native,0.9972801208496094,0.9943404793739319,0.0029396414756774902,1
hi_for_007,hindi,formality_tv,strong,MiniLM-multi,native,0.9639434814453125,0.9984438419342041,-0.0345003604888916,0
hi_for_008,hindi,formality_tv,strong,MiniLM-multi,native,0.9916056990623474,0.9994271993637085,-0.007821500301361084,0
hi_for_009,hindi,formality_tv,strong,MiniLM-multi,native,0.9198535084724426,0.9922387599945068,-0.07238525152206421,0
hi_for_010,hindi,formality_tv,strong,MiniLM-multi,native,0.9782945513725281,0.9987330436706543,-0.02043849229812622,0
hi_for_011,hindi,formality_tv,strong,MiniLM-multi,native,0.9734454154968262,0.9997794032096863,-0.026333987712860107,0
hi_for_012,hindi,formality_tv,strong,MiniLM-multi,native,0.8308260440826416,0.999387264251709,-0.16856122016906738,0
es_ser_001,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.910325288772583,0.9562389850616455,-0.0459136962890625,0
es_ser_002,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.8517991304397583,0.9994076490402222,-0.14760851860046387,0
es_ser_003,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9662611484527588,0.9940448999404907,-0.027783751487731934,0
es_ser_004,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9731404781341553,0.9976990222930908,-0.024558544158935547,0
es_ser_005,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9953938722610474,0.9998060464859009,-0.004412174224853516,0
es_ser_006,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9512149691581726,0.9881590008735657,-0.036944031715393066,0
es_ser_007,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9582680463790894,0.9971684217453003,-0.03890037536621094,0
es_ser_008,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9685596227645874,0.9944925308227539,-0.025932908058166504,0
es_ser_009,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9912447929382324,0.9992393255233765,-0.007994532585144043,0
es_ser_010,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9811066389083862,0.9985674619674683,-0.01746082305908203,0
es_ser_011,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9601091146469116,0.9833108186721802,-0.023201704025268555,0
es_ser_012,spanish,ser_vs_estar,non_flattening,MiniLM-multi,native,0.9617412686347961,0.9908559322357178,-0.02911466360092163,0
es_ser_013,spanish,ser_vs_estar,non_flattening,MiniLM-multi,native,0.7712970972061157,0.9676779508590698,-0.1963808536529541,0
es_ser_014,spanish,ser_vs_estar,non_flattening,MiniLM-multi,native,0.9287872910499573,0.949971079826355,-0.021183788776397705,0
es_ser_015,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9765456914901733,0.9954304695129395,-0.018884778022766113,0
es_ser_016,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9684274196624756,0.9983322620391846,-0.029904842376708984,0
es_ser_017,spanish,ser_vs_estar,partial,MiniLM-multi,native,0.9738895893096924,0.9991241693496704,-0.025234580039978027,0
es_for_001,spanish,formality,strong,MiniLM-multi,native,0.9928220510482788,0.9712598323822021,0.02156221866607666,1
es_for_002,spanish,formality,strong,MiniLM-multi,native,0.9363106489181519,0.7999504804611206,0.13636016845703125,1
es_for_003,spanish,formality,strong,MiniLM-multi,native,0.9858246445655823,0.9988613128662109,-0.013036668300628662,0
es_for_004,spanish,formality,strong,MiniLM-multi,native,0.9967317581176758,0.9982331395149231,-0.0015013813972473145,0
es_for_005,spanish,formality,strong,MiniLM-multi,native,0.998779833316803,0.9948363304138184,0.003943502902984619,1
es_for_006,spanish,formality,strong,MiniLM-multi,native,0.9680848121643066,0.9051085114479065,0.06297630071640015,1
es_for_007,spanish,formality,strong,MiniLM-multi,native,0.8023083806037903,0.9663841128349304,-0.16407573223114014,0
es_for_008,spanish,formality,strong,MiniLM-multi,native,0.9438756704330444,0.8419536352157593,0.10192203521728516,1
es_for_009,spanish,formality,strong,MiniLM-multi,native,0.9689438939094543,0.9988604187965393,-0.02991652488708496,0
es_for_010,spanish,formality,strong,MiniLM-multi,native,0.9905185699462891,0.992080807685852,-0.0015622377395629883,0
es_for_011,spanish,formality,strong,MiniLM-multi,native,0.9746663570404053,0.9877723455429077,-0.013105988502502441,0
es_for_012,spanish,formality,strong,MiniLM-multi,native,0.8905929327011108,0.9953332543373108,-0.10474032163619995,0
es_for_013,spanish,formality,strong,MiniLM-multi,native,0.9864890575408936,0.9691901803016663,0.017298877239227295,1
es_for_014,spanish,formality,strong,MiniLM-multi,native,0.9875152111053467,0.9004684686660767,0.08704674243927002,1
es_for_015,spanish,formality,strong,MiniLM-multi,native,0.9756624102592468,0.9978652596473694,-0.02220284938812256,0
es_for_016,spanish,formality,strong,MiniLM-multi,native,0.9748685359954834,0.9980586767196655,-0.02319014072418213,0
es_for_017,spanish,formality,strong,MiniLM-multi,native,0.990237295627594,0.9872658848762512,0.0029714107513427734,1
es_gen_001,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9577478170394897,0.9967731237411499,-0.039025306701660156,0
es_gen_002,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9914453625679016,0.9987920522689819,-0.007346689701080322,0
es_gen_003,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9316844940185547,0.9939040541648865,-0.06221956014633179,0
es_gen_004,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9336638450622559,0.7452356815338135,0.18842816352844238,1
es_gen_005,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9772294163703918,0.9944933652877808,-0.017263948917388916,0
es_gen_006,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.915421724319458,0.964107871055603,-0.04868614673614502,0
es_gen_007,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9871329069137573,0.917038083076477,0.07009482383728027,1
es_gen_008,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.6962484121322632,0.9408482909202576,-0.24459987878799438,0
es_gen_009,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9873327016830444,0.8422459363937378,0.14508676528930664,1
es_gen_010,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.8784540891647339,0.9984130859375,-0.11995899677276611,0
es_gen_011,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.7763913869857788,0.9990479946136475,-0.22265660762786865,0
es_gen_012,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.8379640579223633,0.9762769937515259,-0.1383129358291626,0
es_gen_013,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.997941255569458,0.9986668825149536,-0.0007256269454956055,0
es_gen_014,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.7783230543136597,0.9685840606689453,-0.19026100635528564,0
es_gen_015,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9822540283203125,0.9903234243392944,-0.008069396018981934,0
es_gen_016,spanish,gender_agreement_adjectives,strong,MiniLM-multi,native,0.9919727444648743,0.9973502159118652,-0.005377471446990967,0
hi_kin2_001,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9819992184638977,0.9849030375480652,-0.0029038190841674805,0
hi_kin2_002,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9390660524368286,0.9947006702423096,-0.05563461780548096,0
hi_kin2_003,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9593909382820129,0.9979380369186401,-0.0385470986366272,0
hi_kin2_004,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9291449785232544,0.8576146364212036,0.07153034210205078,1
hi_kin2_005,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.8262078762054443,0.9618276953697205,-0.13561981916427612,0
hi_kin2_006,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9239794015884399,0.8544096350669861,0.06956976652145386,1
hi_kin2_007,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9906812906265259,0.983953595161438,0.006727695465087891,1
hi_kin2_008,hindi,kinship_paternal_maternal,strong,MiniLM-multi,native,0.9397841691970825,0.9954500198364258,-0.05566585063934326,0
